what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1314992253777
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1314992253778
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1314992253779
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1314992253779
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1314992253780
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1314992253781
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1314992253781
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1314992253808
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1314992253824
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1314992253825
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1314992253870
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1314992253871
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1314992253872
started,bundle,org.eclipse.jst.j2ee.ui,1.1.404.v201101122300,"org.eclipse.jst.j2ee.ui",1314992253892
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1314992254059
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1314992254060
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1314992254060
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1314992254061
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1314992254061
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1314992254062
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1314992254064
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1314992254104
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1314992254105
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1314992254138
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1314992254161
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1314992254161
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1314992254162
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1314992254163
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1314992254163
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1314992254164
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1314992254165
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1314992254189
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1314992254190
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1314992254191
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1314992254191
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1314992254192
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1314992254192
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1314992254193
started,bundle,com.collabnet.subversion.merge,2.2.3,"com.collabnet.subversion.merge",1314992254193
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1314992254193
started,bundle,org.tigris.subversion.subclipse.core,1.6.17,"org.tigris.subversion.subclipse.core",1314992254193
started,bundle,com.vaadin.integration.eclipse,1.3.1.201012171040,"com.vaadin.integration.eclipse",1314992254193
os,sysinfo,,,"win32",1314992254200
arch,sysinfo,,,"x86_64",1314992254200
ws,sysinfo,,,"win32",1314992254200
locale,sysinfo,,,"en_US",1314992254200
processors,sysinfo,,,"4",1314992254200
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1314992254200
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1314992254200
java.specification.name,sysinfo,,,"Java Platform API Specification",1314992254200
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1314992254200
java.specification.version,sysinfo,,,"1.6",1314992254200
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1314992254200
java.version,sysinfo,,,"1.6.0_24",1314992254200
java.vm.info,sysinfo,,,"mixed mode",1314992254200
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1314992254200
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1314992254200
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1314992254200
java.vm.specification.version,sysinfo,,,"1.0",1314992254200
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1314992254200
java.vm.version,sysinfo,,,"19.1-b02",1314992254200
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1314992254276
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1314992254387
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1314992254748
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1314992254794
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1314992255005
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1314992255197
started,bundle,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui",1314992255449
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1314992255717
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1314992255930
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1314992255960
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1314992256154
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1314992256209
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1314992256262
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1314992256375
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1314992256411
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1314992256413
started,bundle,org.eclipse.wb.core.lib,0.9.0.r36x201103301742,"org.eclipse.wb.core.lib",1314992256947
started,bundle,org.eclipse.wb.core,0.9.0.r36x201103301742,"org.eclipse.wb.core",1314992257466
started,bundle,com.google.gdt.eclipse.designer,2.2.1.r36x201103301817,"com.google.gdt.eclipse.designer",1314992258495
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1314992258640
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.2.1.r36x201103301817,"com.google.gdt.eclipse.designer.UiBinder",1314992259055
started,bundle,org.eclipse.wb.core.xml,0.9.0.r36x201103301753,"org.eclipse.wb.core.xml",1314992259688
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1314992261638
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1314992261640
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1314992261805
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992262511
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992266285
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314992267459
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314992267472
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1314992267511
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992336929
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1314992354216
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1314992355230
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1314992355549
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1314992355576
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1314992356105
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1314992356232
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1314992356372
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1314992356748
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1314992356748
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1314992357271
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1314992357292
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,"org.eclipse.jst.j2ee.core",1314992357411
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1314992357504
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1314992357680
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1314992358069
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1314992358128
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,"org.eclipse.jst.j2ee",1314992358333
started,bundle,org.eclipse.jst.jee.ui,1.0.304.v201101272100,"org.eclipse.jst.jee.ui",1314992358333
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.403.v201012020600,"org.eclipse.jst.j2ee.navigator.ui",1314992358700
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992360324
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1314992360487
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1314992360487
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.15,"org.tigris.subversion.clientadapter.javahl",1314992361341
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1314992361346
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1314992362402
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1314992362490
started,bundle,com.google.gdt.eclipse.platform.e36,2.2.1.v201103311225,"com.google.gdt.eclipse.platform.e36",1314992363530
started,bundle,com.google.gdt.eclipse.core,2.2.1.v201103311225,"com.google.gdt.eclipse.core",1314992363831
started,bundle,com.google.gdt.eclipse.platform.shared,2.2.1.v201103311225,"com.google.gdt.eclipse.platform.shared",1314992363929
started,bundle,com.google.gwt.eclipse.core,2.2.1.v201103311225,"com.google.gwt.eclipse.core",1314992364917
started,bundle,com.google.appengine.eclipse.core,2.2.1.v201103311225,"com.google.appengine.eclipse.core",1314992365464
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1314992365927
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1314992365998
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992375227
started,bundle,org.eclipse.wb.os,0.9.0.r36x201103301742,"org.eclipse.wb.os",1314992376980
started,bundle,org.eclipse.wb.os.win32,0.9.0.r36x201103301742,"org.eclipse.wb.os.win32",1314992377000
started,bundle,com.google.appengine.eclipse.sdkbundle,1.4.3.v201103311225,"com.google.appengine.eclipse.sdkbundle",1314992386373
started,bundle,com.google.gwt.eclipse.sdkbundle,2.2.0.v201103311225,"com.google.gwt.eclipse.sdkbundle",1314992387405
started,bundle,com.google.gdt.eclipse.suite,2.2.1.v201103311225,"com.google.gdt.eclipse.suite",1314992387986
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992388643
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1314992388661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992392013
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992398802
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1314992398817
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1314992398817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992401722
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992558263
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992561071
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992574797
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1314992574811
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1314992574811
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992578596
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992618401
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992620800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992654571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1314992656244
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992659058
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992689681
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992713830
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992717983
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314992719178
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314993130250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314993135166
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000213004
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000216255
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000313002
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000314489
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000329583
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1315000329946
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1315000329974
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1315000329996
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1315000330127
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1315000330221
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1315000330491
opened,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1315000330734
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1315000330770
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1315000330839
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1315000332357
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000334991
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000355413
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1315000355544
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1315000355555
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1315000355597
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1315000355597
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1315000355832
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1315000355861
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000358650
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000363662
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000364542
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000381108
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1315000385981
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1315000386497
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1315000386977
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1315000387724
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000392712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000395930
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1315000395998
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1315000412546
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000420905
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000427816
started,bundle,com.google.gdt.eclipse.maven,2.2.1.v201103311225,"com.google.gdt.eclipse.maven",1315000427983
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1315000431335
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1315000433027
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1315000435046
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1315000437517
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1315000437625
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1315000443493
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000445129
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1315000446962
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000447016
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1315000447053
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1315000447799
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1315000449339
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1315000453342
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000458967
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000462726
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000467661
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1315000662986
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1315000663059
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1315000665229
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1315000667280
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1315000668554
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1315000668755
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1315000669371
